name,prompt,negative_prompt,category,weight,favorite
Bed Frame Arch Provoke,"standing close to bed frame one leg hooked around bars leaning back chest out hands gripping wood above head body arched seductively wearing silk nightgown clinging wet effect moody shadows dramatic lighting intense gaze provocative","low quality...",Prone/Bending,1,
Lap Foot Kiss Shy,"partner kissing ankle while she rests foot in his hand she looks away shy smile wearing loose shorts pulled down and lace bralette legs crossed relaxed posture soft bedroom light peaceful intimate mood romantic connection sweet","low quality...",Sexual/Partnered,1,
Eye Pull Lash Macro,"using finger to pull lower eyelid down slightly looking directly into lens seductive half smirk smoky eye makeup glossy lips macro skin detail visible moody dark background with single light source rim lighting face detailed","low quality...",General,1,
Hammock Drink Swing,"lying in hammock one leg hanging other bent holding drink glass dangling from hand wearing crochet coverup open showing bra underneath beach hut background dappled sunlight swinging gently relaxed seductive vibe tropical setting carefree","low quality...",Lying/Supine,1,
Bike Lean Back Flushed,"leaning forward over bike handlebars wearing tight cycling kit chest compressed slightly hands gripping bars looking back over shoulder flushed face motion blur road background athletic sensual pose sunset lighting golden hour glow dynamic","low quality...",Standing,1,
Chaise Fan Face Thigh,"reclining on vintage chaise lounge sideways one arm dangling off edge wearing red lingerie set legs crossed at ankles elevated holding fan partially covering face dramatic velvet backdrop warm studio light theatrical mood elegant style","low quality...",Lying/Supine,1,
Door Twist Wink Back,"twisting body in doorway back to camera looking over shoulder with wink wearing high slit dress hugging hips waist one hand adjusting strap golden hour light washing background slightly fashion style provocative pose confident flair","low quality...",Standing,1,
Splits Floor Reach,"lying on floor doing full splits stretching forward touching toes wearing tight bodysuit highlighting inner thighs waist arms extended reaching looking up at ceiling camera above capturing full body pose bright airy aesthetic stretch line","low quality...",Prone/Bending,1,
Towel Twist Steam Mirror,"twisting towel around torso in steamy bathroom wearing panties underneath wet hair wrapped secondary towel mirror fogged with hand writing soft diffused light from shower door sensual intimate mood vapor atmosphere romantic hint","low quality...",General,1,
Car Belt Slow Pull,"sitting in car driver seat pulling seatbelt across chest slowly wearing silk camisole clinging to curves one leg crossed over other hands adjusting buckle looking at passenger side camera cinematic interior lighting moody vibe seductive","low quality...",Sitting/Kneeling,1,
Fence Mesh Grip Shadow,"leaning back against chain link fence feet planted wide holding wire mesh at hips wearing lace bralette short skirt background industrial texture soft focus sunlight creating grid shadows on body gritty urban style provocative shadow play","low quality...",Standing,1,
Stool Sequin Hip Cocked,"sitting on high bar stool one leg dropped down hip cocked up wearing sequin mini dress shimmering hands resting on thighs biting lip neon bar lights bokeh background vibrant colors bold confident pose nightlife vibe glamour","low quality...",Sitting/Kneeling,1,
Curtain Glimpse One Eye,"standing behind sheer curtain pulling fabric to side with hand revealing body underneath wearing lace teddy translucent against light silhouette effect soft romantic interior light eye peering out teasingly mysterious seductive mood alluring","low quality...",Exposed/Teasing,1,
Hair Toss Amber Glow,"hand tossing hair over shoulder looking back at camera wearing low cut sweater showing cleavage skin smooth glistening warm amber lighting creating depth blurred garden background lush green tones elegant sensual portrait vibe sophisticated","low quality...",General,1,
Thigh Squeeze Stocking Pull,"lying on side hugging knee to chest with hand squeezing inner thigh above stocking line wearing lacy bralette panties twisted to one side eyes closed in pleasure expression sheet rumpled soft diffuse lighting mood deep sensation","low quality...",Masturbation,1,
Partner Chest Rest Adore,"woman lying back head resting on partner's chest partner's arm wrapped protectively around her she looks up with adoring soft gaze wearing silk robe open showing strap of lace bra candlelight glow peaceful intimate mood trust","low quality...",Sexual/Partnered,1,
Rooftop Wind Wide Sky,"standing on rooftop edge facing wind hair whipping across face and body wearing flowing white dress clinging to curves arms spread slightly for balance sunset purple orange sky background cinematic wide shot dramatic atmosphere freedom vibe","low quality...",Standing,1,
Mirror Floor Reflection,"lying on bathroom floor looking up into handheld mirror reflecting face and cleavage below visible legs bent relaxed tiled floor reflection double exposure effect artistic sensual mood creative visual","low quality...",General,1,
Lap Kiss Inner Thigh,"sitting cross legged on couch partner kneeling before kissing inner thigh she leans back hands gripping cushion above head eyes half closed blissful expression wearing shorts pulled up and no bra showing lace top warm light passion","low quality...",Sexual/Partnered,1,
Chandelier Flare Gold,"standing under ornate chandelier with light shining down creating starburst flare over head wearing velvet corset dress deep neckline hands clasped demurely but dress hugging every curve warm gold tones elegant regal mood luxury style","low quality...",Lighting/Environment,1,
Knee Deep Sea Dusk,"wading in knee deep ocean water at dusk skirt clinging wet and translucent showing silhouette arms pulling skirt sides up slightly looking at horizon then back to camera with misty eyes wind blowing hair dramatic backdrop moody","low quality...",Standing,1,
Armchair Candle Page Turn,"sitting in armchair reading paperback book by single candlelight on side table wearing soft knit sweater slipping off shoulder lips parted slightly while turning page cozy intimate atmosphere shadows dancing walls romantic quiet mood serene","low quality...",Sitting/Kneeling,1,
Barefoot Stretch Yoga Light,"barefoot stretching arms high standing legs apart toes pointed wearing tight yoga set highlighting curves sweat beads on forehead bright airy studio light with large window soft white backdrop energetic sensual fitness vibe healthy glow","low quality...",Prone/Bending,1,
Hammock Kiss Collbone Love,"partner kissing collarbone while woman lies in hammock holding sides of mesh she wears sheer robe falling open revealing lingerie eyes closed smiling softly garden dappled light background peaceful sensual mood romantic connection affection","low quality...",Sexual/Partnered,1,
Wet Paint Brush Bite,"artist sitting on stool covered in splatters wearing white t-shirt wet and clinging nipples visible holding paintbrush near lips biting it thoughtfully apron tied low studio canvas background colorful blur creative sensual portrait focus hand","low quality...",General,1,
Spiral Staircase Confident,"standing on spiral staircase wrapping arm around central pole legs crossed at ankles wearing form fitting dress hugging waist and hips looking up with chin lifted confident pose dramatic shadows vertical lines architectural style bold statement","low quality...",Standing,1,
Hair Brush Relax Smile,"sitting partner sitting behind brushing her long hair gently she leans head back resting on chest eyes closed content smile wearing silk pajama set open at collar warm lamplight intimate bedroom quiet moment cozy vibe relaxation","low quality...",Sexual/Partnered,1,
