name,prompt,negative_prompt,category,weight,favorite
0067 | Character | Real Public Figure/Thomasin McKenzie — Prestige Editorial,"Thomasin McKenzie, prestige magazine editorial with restrained luxury wardrobe and sculpted studio light, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
0068 | Clothing | Male/Polished Culture/New York Professional - Outerwear Look / Side Part - Day Finish,"adult man, structured wool jacket, clean shirt, modern trousers and understated leather accessories, a structured jacket or coat over layered knitwear, tailored trousers and coordinated footwear, refined side part with soft natural hold, camel, cream and dark brown palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/New York Professional,1,False
0069 | Action | Office & Study/Reading A Report - Side On Workline,"holding an open report at chest height, one finger tracking a line of text, torso angled side-on, elbows forming a clean working silhouette","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Office & Study,1.0,False
0070 | Location | Horror Games/Blackwood Pines Lodge — Cinematic Dusk,"Blackwood Pines Lodge, the remote mountain lodge from Until Dawn, broad timber interior, snowy balconies, trophy room and power cuts, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Horror Games,1.0,False
0071 | Clothing | Female/Underwear/Intimissimi - Balconette Set + Detailed Finish,"Intimissimi structured balconette bra with supportive underwire and matching lace briefs, delicate lace panels, polished adjusters, accurate branded waistband, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Underwear,1.0,False
0072 | Action | Self Care/Fastening A Watch - Finishing Touch,"closing a watch clasp around the wrist, fingers working close together, final small correction made before the hands release","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Self Care,1.0,False
"0073 | Location | Australia/Hosier Lane, Melbourne - Clear Morning","Hosier Lane in central Melbourne, layered street art, narrow bluestone lane, fire escapes, paint-covered doorways, wet cobbles, on a clear morning, crisp facades, fresh light, reflective windows","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Australia,1.0,False
0074 | Pose | Action/Vault Landing - Downward Focus,"landing from a low vault with bent knees, stable feet and controlled forward momentum, gaze lowered with restrained reflective emotion","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Action,1.0,False
"0075 | Location | France/Trocadéro And Eiffel Tower, Paris - Night Lights","Trocadéro terraces facing the Eiffel Tower, fountains, pale stone balustrades, Champ de Mars stretching beyond, at night, illuminated facades, coloured signs, dark reflective streets","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/France,1.0,False
0076 | Subject | People / Adventure / Desert Archaeologist — Young Adult Woman,"adult woman in her twenties, confident and capable, desert archaeologist, sun-protective field clothing and excavation tools, revealing an ancient carved chamber, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur",Subject/People / Adventure,1,
0077 | Pose | Crouching/Side Lunge Hold - Tension And Release,"holding a low side lunge, one knee bent deeply, opposite leg extended straight, one side of the body lengthened while the opposite side relaxes","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Crouching,1.0,False
0078 | Action | Outdoor/Paddling A Kayak - Careful Footing,"driving a paddle blade through the water, torso rotating, opposite hand pushing forward, feet placed deliberately, arms ready to correct balance","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Outdoor,1.0,False
0079 | Clothing | Unisex/Polished Culture/Global Music Festival - Elevated Casual / Long Centre Part - Evening Finish,"adult subject, expressive but coordinated layers, statement texture and practical all-day footwear, a premium overshirt, textured tee, straight trousers and modern sneakers, long centre-parted hair with clean strand detail, brown, stone and gold palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise construction, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Unisex/Global Music Festival,1,False
